"WEEK","ITEM_CODE","TOTAL_UNIT_SALES","TOTAL_VALUE_SALES","TOTAL_UNIT_AVG_WEEKLY_SALES","REGION"
"02-23","7501058792808BP1","0.3230","37.0190","6.4600",TOTAL AUTOS AREA 3
"02-23","7501058716804","0.2940","25.5380","3.0950",TOTAL AUTOS AREA 3
"02-23","7501058715531","0.9810","14.8580","5.3900",TOTAL AUTOS AREA 3
"02-23","7501058716767","2.0630","282.5930","9.2100",TOTAL AUTOS AREA 3
"02-23","7501058717023","10.2930","220.1460","39.8950",TOTAL AUTOS AREA 3
"02-23","7501058796578BP1","0.1920","9.6680","5.0530",TOTAL AUTOS AREA 3
"02-23","7501058796585","0.0380","3.7720","2.5330",TOTAL AUTOS AREA 3
"02-23","7503002319536","0.7160","78.5400","4.4750",TOTAL AUTOS AREA 3
"02-23","7501058716088","0.1600","23.9470","3.2000",TOTAL AUTOS AREA 3
"02-23","7501025412135","0.4210","22.5990","4.4790",TOTAL AUTOS AREA 4
"02-23","7501025406578","1.4030","67.8580","10.5490",TOTAL AUTOS AREA 4
"02-23","7501025412104","0.5290","9.1150","5.0870",TOTAL AUTOS AREA 4
"02-23","7501025412784","1.3870","34.7330","6.4210",TOTAL AUTOS AREA 4
"02-23","7501025400941","0.0020","0.0170","2.0000",TOTAL AUTOS AREA 4
"02-23","7501025412357","0.5050","20.3790","9.9020",TOTAL AUTOS AREA 4
"02-23","7501025405816","0.1210","2.1180","10.0830",TOTAL AUTOS AREA 4
"02-23","7501025401306","0.0030","0.3770","3.0000",TOTAL AUTOS AREA 4
"02-23","7501025405311","0.1320","2.5480","8.8000",TOTAL AUTOS AREA 4
"02-23","7501025450212","8.7190","195.4630","145.3170",TOTAL AUTOS AREA 4
"02-23","0000075000622","53.6190","1229.1830","144.9160",TOTAL AUTOS AREA 4
"02-23","0000075000639","26.7050","1132.8520","63.1320",TOTAL AUTOS AREA 4
"02-23","7501025408947","1.1810","14.6790","24.6040",TOTAL AUTOS AREA 4
"02-23","7501025400781","0.0020","0.0300","2.0000",TOTAL AUTOS AREA 4
"02-23","0000075000615","25.3700","374.3920","62.1810",TOTAL AUTOS AREA 4
"02-23","7501025411893","0.7800","29.7240","5.2000",TOTAL AUTOS AREA 4
"02-23","7501025412005","1.1470","83.4540","7.2590",TOTAL AUTOS AREA 4
"02-23","7501025409470","0.0160","0.4420","5.3330",TOTAL AUTOS AREA 4
"02-23","7501025412012","0.0200","2.0420","6.6670",TOTAL AUTOS AREA 4
"02-23","7501025411992","1.9140","53.4480","8.7000",TOTAL AUTOS AREA 4
"02-23","7501025401948","0.0560","1.3970","2.8000",TOTAL AUTOS AREA 4
"02-23","7501025405106","8.8720","266.7780","23.1040",TOTAL AUTOS AREA 4
"02-23","7501025401313","1.0800","64.3220","10.1890",TOTAL AUTOS AREA 4
"02-23","7501025401931","1.3010","14.4160","27.1040",TOTAL AUTOS AREA 4
"02-23","7501025405151","8.6140","167.3640","21.3750",TOTAL AUTOS AREA 4
"02-23","7501025401863","0.4180","27.1460","2.6460",TOTAL AUTOS AREA 4
"02-23","7501025401832","0.5290","10.8450","4.1010",TOTAL AUTOS AREA 4
"02-23","7501025401849","0.0320","1.1670","1.5240",TOTAL AUTOS AREA 4
"02-23","7501025401856","0.3520","14.3190","2.1080",TOTAL AUTOS AREA 4
"02-23","7501025401917","0.2490","16.2010","2.7070",TOTAL AUTOS AREA 4
"02-23","7501025401887","0.0680","1.5760","2.5190",TOTAL AUTOS AREA 4
"02-23","7501025401894","0.0480","1.7470","2.0000",TOTAL AUTOS AREA 4
"02-23","7501025401900","0.3810","15.3530","2.2810",TOTAL AUTOS AREA 4
"02-23","7501025412401","0.0190","0.4890","2.1110",TOTAL AUTOS AREA 4
"02-23","7501025405885","0.5200","14.4160","3.3550",TOTAL AUTOS AREA 4
"02-23","7501025401801","4.6850","85.4690","19.5210",TOTAL AUTOS AREA 4
"02-23","7501025405090","11.0020","199.9390","36.3100",TOTAL AUTOS AREA 4
"02-23","7501025401795","2.5100","70.5410","14.1010",TOTAL AUTOS AREA 4
"02-23","7501025405212","7.2890","200.6140","25.5750",TOTAL AUTOS AREA 4
"02-23","7501021160726","0.0170","0.7250","8.5000",TOTAL AUTOS AREA 4
"02-23","7501021160719","0.3370","19.6730","5.6170",TOTAL AUTOS AREA 4
"02-23","7501681100650BP1","0.8270","14.0180","9.9640",TOTAL AUTOS AREA 4
"02-23","7501681100421","2.1830","33.3070","17.6050",TOTAL AUTOS AREA 4
"02-23","7501681100674","0.0540","3.5040","2.2500",TOTAL AUTOS AREA 4
"02-23","7501681100254","1.4410","21.7790","13.1000",TOTAL AUTOS AREA 4
"02-23","7501681100469","3.3010","50.4200","15.6450",TOTAL AUTOS AREA 4
"02-23","7501681100513","0.0650","0.6050","3.8240",TOTAL AUTOS AREA 4
"02-23","7501681100643BP1","0.9470","15.7820","11.5490",TOTAL AUTOS AREA 4
"02-23","7501681100292","0.7390","18.5980","6.2100",TOTAL AUTOS AREA 4
"02-23","7501681100384","0.1110","1.5240","3.9640",TOTAL AUTOS AREA 4
"02-23","7501681100773","0.1910","4.0470","3.0810",TOTAL AUTOS AREA 4
"02-23","7501681100438","0.0460","0.8110","9.2000",TOTAL AUTOS AREA 4
"02-23","7501681100766","3.2730","98.1430","13.8100",TOTAL AUTOS AREA 4
"02-23","7501681100223","4.7630","143.0180","19.9290",TOTAL AUTOS AREA 4
"02-23","7501681100650BP2","0.8270","6.5970","9.9640",TOTAL AUTOS AREA 4
"02-23","7501681100643BP2","0.9470","7.7730","11.5490",TOTAL AUTOS AREA 4
"13-23","7501058716804","0.4170","35.8630","2.6390",TOTAL AUTOS AREA 2
"13-23","7501058715531","0.8390","12.7560","4.5850",TOTAL AUTOS AREA 2
"13-23","7501058716767","0.5130","85.3600","3.0000",TOTAL AUTOS AREA 2
"13-23","7501058794949BP1","0.0210","2.0150","1.6150",TOTAL AUTOS AREA 2
"13-23","7501058717023","6.4640","141.6720","24.9580",TOTAL AUTOS AREA 2
"13-23","7501058794956BP2","0.0550","1.0110","2.6190",TOTAL AUTOS AREA 2
"13-23","7501058796578BP1","0.3140","16.6670","2.6840",TOTAL AUTOS AREA 2
"13-23","7501058796585","0.2050","22.8490","2.3300",TOTAL AUTOS AREA 2
"13-23","7503002319536","0.8620","91.1570","2.9420",TOTAL AUTOS AREA 2
"13-23","7501058716088","0.1390","21.3580","2.1060",TOTAL AUTOS AREA 2
"13-23","7501058757791","0.8430","134.5890","3.8850",TOTAL AUTOS AREA 2
"13-23","7501058752772","0.6310","14.7010","12.1350",TOTAL AUTOS AREA 2
"13-23","7501058716477","0.3640","10.0590","7.7450",TOTAL AUTOS AREA 2
"13-23","7501058757548","2.3430","95.4530","7.0790",TOTAL AUTOS AREA 2
"13-23","7503002319529","4.0440","211.1860","6.8890",TOTAL AUTOS AREA 2
"13-23","7501058792808BP2","0.1420","2.4940","2.4070",TOTAL AUTOS AREA 2
"13-23","7501058715883","0.1980","43.5970","1.8500",TOTAL AUTOS AREA 2
"13-23","7702626213774","0.9580","52.4330","2.7140",TOTAL AUTOS AREA 2
"13-23","7501058716422","0.0020","0.1600","2.0000",TOTAL AUTOS AREA 2
"13-23","7501058784353","0.8840","84.4060","2.5260",TOTAL AUTOS AREA 2
"13-23","7501058716064","0.0060","0.7560","1.2000",TOTAL AUTOS AREA 2
"13-23","7501058792778BP1","0.1080","11.9930","1.9290",TOTAL AUTOS AREA 2
"13-23","7501058757630","0.4430","48.4590","2.7520",TOTAL AUTOS AREA 2
"13-23","7501058753441","3.4250","77.1550","6.9470",TOTAL AUTOS AREA 2
"13-23","7702626204208BP1","2.1030","24.8100","14.5030",TOTAL AUTOS AREA 2
"13-23","7501058784346","0.4090","61.1760","2.1640",TOTAL AUTOS AREA 2
"13-23","7501058796868","1.8010","26.7180","26.8810",TOTAL AUTOS AREA 2
"13-23","7501058796844","0.1510","3.2740","8.3890",TOTAL AUTOS AREA 2
"13-23","7891035040276","16.0130","183.4460","25.7440",TOTAL AUTOS AREA 2
"13-23","7501058796851","1.3620","20.5450","20.3280",TOTAL AUTOS AREA 2
"13-23","7501058714596","15.1500","170.6820","24.0100",TOTAL AUTOS AREA 2
"13-23","7891035040191","0.0010","0.0150","1.0000",TOTAL AUTOS AREA 2
"13-23","7501058751188","0.5370","51.9010","2.5820",TOTAL AUTOS AREA 2
"13-23","7501058716095","0.0530","7.8520","1.2050",TOTAL AUTOS AREA 2
"13-23","7501058751461","0.4450","71.6290","2.8900",TOTAL AUTOS AREA 2
"13-23","7501058757463","0.4290","9.9460","8.9380",TOTAL AUTOS AREA 2
"13-23","7501058757555","1.1410","47.7970","4.7940",TOTAL AUTOS AREA 2
"13-23","7501058751195","2.8040","146.4830","5.2610",TOTAL AUTOS AREA 2
"13-23","0046500022692","0.0020","0.1200","1.0000",TOTAL AUTOS AREA 2
"13-23","0046500022517","0.0260","3.7670","2.3640",TOTAL AUTOS AREA 2
"13-23","7501268200001","0.0090","0.0950","4.5000",TOTAL AUTOS AREA 3
"13-23","7501268200339","0.0050","0.1600","5.0000",TOTAL AUTOS AREA 3
"13-23","7501268200049","0.1240","2.4470","4.9600",TOTAL AUTOS AREA 3
"13-23","7501268200070","0.1060","3.8290","4.8180",TOTAL AUTOS AREA 3
"13-23","7501268200261","0.0090","0.5170","1.8000",TOTAL AUTOS AREA 3
"13-23","7501268200513","0.0590","0.6290","7.3750",TOTAL AUTOS AREA 3
"13-23","0757037512449","0.0220","1.9610","3.6670",TOTAL AUTOS AREA 3
"13-23","7501080900585","0.0680","18.3700","1.7890",TOTAL AUTOS AREA 3
"13-23","0757037513552","0.0050","0.4500","1.6670",TOTAL AUTOS AREA 3
"13-23","7501080954786","0.5300","12.5630","3.0800",TOTAL AUTOS AREA 3
"13-23","7501080954793","0.5560","36.6600","2.6610",TOTAL AUTOS AREA 3
"13-23","7501080955103","0.4520","78.7760","4.1850",TOTAL AUTOS AREA 3
"13-23","7501080955486","1.1300","82.3090","4.1390",TOTAL AUTOS AREA 3
"13-23","7501080900165","2.5260","52.3060","9.4270",TOTAL AUTOS AREA 3
"13-23","7501080952997","0.4460","108.4280","4.2880",TOTAL AUTOS AREA 3
"13-23","7501080900141","0.7610","54.6970","3.2650",TOTAL AUTOS AREA 3
"13-23","7501080952973","0.0060","0.4080","3.0000",TOTAL AUTOS AREA 3
"13-23","7501080900158","0.4210","59.0080","2.2160",TOTAL AUTOS AREA 3
"13-23","0741120000005","0.2220","2.5790","10.0910",TOTAL AUTOS AREA 3
"13-23","0741120000036","0.1210","2.4750","8.6430",TOTAL AUTOS AREA 3
"13-23","0741120000029","0.1230","4.7180","5.3480",TOTAL AUTOS AREA 3
"13-23","0741120000012","0.0320","0.2050","32.0000",TOTAL AUTOS AREA 3
"13-23","7501071907692","0.9620","28.9320","4.5590",TOTAL AUTOS AREA 3
"13-23","7501071908385","0.2010","10.4730","3.2950",TOTAL AUTOS AREA 3
"13-23","7501071907722","0.0010","0.0130","1.0000",TOTAL AUTOS AREA 3
"13-23","7501071907661","1.6280","30.8490","5.3730",TOTAL AUTOS AREA 3
"13-23","7501071907425","0.4560","35.0840","3.8000",TOTAL AUTOS AREA 3
"13-23","7501071905346","0.1510","3.7220","2.8490",TOTAL AUTOS AREA 3
"13-23","7501071905292","0.2560","6.4480","2.4620",TOTAL AUTOS AREA 3
"13-23","7501071907784","0.1310","16.2440","7.7060",TOTAL AUTOS AREA 3
"13-23","7501071903861","0.0020","0.0400","1.0000",TOTAL AUTOS AREA 3
"13-23","7501071905551","7.3750","163.8380","29.7390",TOTAL AUTOS AREA 3
"13-23","7501071900136","1.8630","43.8030","14.0080",TOTAL AUTOS AREA 3
"13-23","7501071903311","0.5220","21.2480","5.3300",TOTAL AUTOS AREA 3
"13-23","7501071903366","1.0790","45.2190","7.9930",TOTAL AUTOS AREA 3
"13-23","7501071900143","11.7270","477.1690","28.6730",TOTAL AUTOS AREA 3
"13-23","7501071902956","2.8890","141.4190","23.4880",TOTAL AUTOS AREA 3
"13-23","7501071900129","4.3740","64.1260","14.9270",TOTAL AUTOS AREA 3
"13-23","7501071906725","0.1470","10.0370","2.8270",TOTAL AUTOS AREA 3
"13-23","7501071907074","1.3260","19.8330","13.5310",TOTAL AUTOS AREA 3
"13-23","7501071906701","0.1890","5.3400","3.2590",TOTAL AUTOS AREA 3
"13-23","7501071906718","0.3360","12.7070","2.8970",TOTAL AUTOS AREA 3
"13-23","7501071904103","0.0220","0.7040","2.2000",TOTAL AUTOS AREA 3
"13-23","7501071902093","0.3010","20.8630","3.5000",TOTAL AUTOS AREA 3
"13-23","7501071903885","0.3190","21.6680","5.9070",TOTAL AUTOS AREA 3
"13-23","7501071902109","1.3700","169.2990","4.4180",TOTAL AUTOS AREA 3
"13-23","7501071904431","3.8140","57.0750","19.3580",TOTAL AUTOS AREA 3
"13-23","7501071904424","1.1960","35.6310","7.1190",TOTAL AUTOS AREA 3
"13-23","7501071903878","0.7410","28.4650","5.7880",TOTAL AUTOS AREA 3
"13-23","7501071902086","1.5710","59.9130","6.4390",TOTAL AUTOS AREA 3
"13-23","7702137007152","0.1680","13.0760","1.9530",TOTAL AUTOS AREA 3
"13-23","7702137007169","0.0940","7.3110","1.5930",TOTAL AUTOS AREA 3
"13-23","4008455425412","0.6210","46.8310","5.0490",TOTAL AUTOS AREA 3
"13-23","4008455460215","0.0130","1.2420","1.6250",TOTAL AUTOS AREA 3
"13-23","4008455457512","1.0790","26.8990","7.2420",TOTAL AUTOS AREA 3
"13-23","4008455458618","0.3340","27.7560","3.0930",TOTAL AUTOS AREA 3
"13-23","4008455458717","0.0740","5.5540","2.0560",TOTAL AUTOS AREA 3
"13-23","4008455423715","0.0860","5.9090","2.6060",TOTAL AUTOS AREA 3
"13-23","4008455394114","0.1470","7.8390","2.2620",TOTAL AUTOS AREA 3
"13-23","4008455394015","0.1100","5.7610","1.8640",TOTAL AUTOS AREA 3
"13-23","4008455423616","0.0870","4.5580","1.6420",TOTAL AUTOS AREA 3
"13-23","4008455394510","0.1250","6.6640","2.1930",TOTAL AUTOS AREA 3
"13-23","4008455423517","0.0670","3.5520","1.6340",TOTAL AUTOS AREA 3
"13-23","4008455394619","0.0760","4.0570","1.5510",TOTAL AUTOS AREA 3
"13-23","4008455394213","0.0580","3.0350","1.4500",TOTAL AUTOS AREA 3
"13-23","4008455394411","0.1270","6.7490","1.9240",TOTAL AUTOS AREA 3
"13-23","4008455524917","0.4810","59.8600","4.1470",TOTAL AUTOS AREA 3
"13-23","4008455438016","0.1230","9.3770","1.9520",TOTAL AUTOS AREA 3
"13-23","4008455459417","0.2010","16.3790","2.5770",TOTAL AUTOS AREA 3
"13-23","4008455476711","0.1290","4.1070","4.4480",TOTAL AUTOS AREA 3
"13-23","7502275145897","0.2550","41.4610","2.5760",TOTAL AUTOS AREA 3
"13-23","4008455567013","0.8010","19.9940","5.3760",TOTAL AUTOS AREA 3
"13-23","3045206382007","0.0220","1.8830","1.6920",TOTAL AUTOS AREA 3
"13-23","3045206360609","0.0190","2.1330","1.4620",TOTAL AUTOS AREA 3
"13-23","3045200760009","0.1330","8.0310","2.5090",TOTAL AUTOS AREA 3
"13-23","8410907050053","0.0690","4.8110","4.0590",TOTAL AUTOS AREA 3
"13-23","8411660210036","0.0790","5.5970","1.9750",TOTAL AUTOS AREA 3
"13-23","8411660210029","0.0560","3.9230","1.8670",TOTAL AUTOS AREA 3
"13-23","7501025402051","8.1260","288.9710","27.7340",TOTAL AUTOS AREA 3
"13-23","7501025402235","0.3210","12.9050","5.2620",TOTAL AUTOS AREA 3
"13-23","7501025402242","1.2680","46.8540","9.2550",TOTAL AUTOS AREA 3
"13-23","7501205412122","0.6060","19.5220","6.3790",TOTAL AUTOS AREA 3
"13-23","7501025406561","3.1920","94.1770","12.2770",TOTAL AUTOS AREA 3
"13-23","7501025412135","0.2710","13.6880","4.4430",TOTAL AUTOS AREA 3
"13-23","7501025406578","2.3020","112.2450","15.1450",TOTAL AUTOS AREA 3
"13-23","7501025412104","0.7860","13.5880","7.5580",TOTAL AUTOS AREA 3
"13-23","7501025410834","0.5650","28.1990","3.1910",TOTAL AUTOS AREA 3
"13-23","7501025412784","1.6950","42.1650","8.5180",TOTAL AUTOS AREA 3
"13-23","7501025412357","0.0320","1.5530","3.5560",TOTAL AUTOS AREA 3
"13-23","7501025405816","0.0900","1.7100","30.0000",TOTAL AUTOS AREA 3
"13-23","7501025405311","0.0470","0.8260","5.8750",TOTAL AUTOS AREA 3
"13-23","7501025409104","4.8490","97.0760","39.7460",TOTAL AUTOS AREA 3
"13-23","7501025450212","2.1570","58.9270","79.8890",TOTAL AUTOS AREA 3
"13-23","0000075000622","47.5100","1126.9260","119.9740",TOTAL AUTOS AREA 3
"13-23","0000075000639","25.7360","1163.6340","62.0150",TOTAL AUTOS AREA 3
"13-23","0000075000608","0.7750","5.4690","70.4550",TOTAL AUTOS AREA 3
"13-23","7501025408947","0.5970","8.0580","22.1110",TOTAL AUTOS AREA 3
"13-23","0000075000615","23.9770","378.8510","59.4960",TOTAL AUTOS AREA 3
"13-23","7501025411893","0.8590","31.9650","7.2180",TOTAL AUTOS AREA 3
"13-23","7501025412005","1.6440","142.6100","9.9640",TOTAL AUTOS AREA 3
"13-23","7501025409470","0.0120","0.8300","12.0000",TOTAL AUTOS AREA 3
"13-23","7501025412012","0.0190","1.9670","3.1670",TOTAL AUTOS AREA 3
"13-23","7501025411992","4.8600","127.3550","16.3640",TOTAL AUTOS AREA 3
"13-23","7501025401948","0.0290","0.7800","4.8330",TOTAL AUTOS AREA 3
"13-23","7501025405106","10.1370","311.2530","28.1570",TOTAL AUTOS AREA 3
"13-23","7501025401313","1.7120","91.0310","13.1690",TOTAL AUTOS AREA 3
"13-23","7501025401931","0.2440","2.7120","18.7690",TOTAL AUTOS AREA 3
"13-23","7501025405151","10.8520","200.4530","26.9940",TOTAL AUTOS AREA 3
"13-23","7501025401863","0.1910","12.7130","2.0990",TOTAL AUTOS AREA 3
"13-23","7501025401832","0.1660","3.4780","3.1920",TOTAL AUTOS AREA 3
"13-23","7501025401849","0.0240","0.8340","2.1820",TOTAL AUTOS AREA 3
"13-23","7501025401856","0.2880","12.0990","2.3410",TOTAL AUTOS AREA 3
"13-23","7501025401917","0.3140","21.8450","3.7380",TOTAL AUTOS AREA 3
"13-23","7501025401887","0.0240","0.5370","2.4000",TOTAL AUTOS AREA 3
"13-23","7501025401894","0.0230","0.8470","1.7690",TOTAL AUTOS AREA 3
"13-23","7501025401900","0.2680","11.4390","2.1440",TOTAL AUTOS AREA 3
"13-23","7501025412401","0.0830","2.7720","3.7730",TOTAL AUTOS AREA 3
"13-23","7501025405885","1.1490","28.7380","7.0930",TOTAL AUTOS AREA 3
"13-23","7501025401801","4.4440","91.6570","17.8470",TOTAL AUTOS AREA 3
"13-23","7501025405090","7.3620","147.3040","24.7050",TOTAL AUTOS AREA 3
"13-23","7501025401795","2.4570","72.4770","14.4530",TOTAL AUTOS AREA 3
"13-23","7501025405212","8.6490","246.3410","30.5620",TOTAL AUTOS AREA 3
"13-23","7501021160726","0.0300","1.3350","6.0000",TOTAL AUTOS AREA 3
"13-23","7501021160719","0.3170","18.2360","3.3370",TOTAL AUTOS AREA 3
"13-23","7501681100650BP1","0.2270","2.5900","8.4070",TOTAL AUTOS AREA 3
"13-23","7501681100421","0.8970","16.4820","9.6450",TOTAL AUTOS AREA 3
"13-23","7501681100674","0.0020","0.1420","1.0000",TOTAL AUTOS AREA 3
"13-23","4008455438016","0.1580","11.4190","2.0790",TOTAL AUTOS AREA 2
"13-23","4008455459417","0.2570","18.8070","2.5700",TOTAL AUTOS AREA 2
"13-23","4008455476711","0.3210","11.2920","7.1330",TOTAL AUTOS AREA 2
"13-23","4008455457710","0.0010","0.0230","1.0000",TOTAL AUTOS AREA 2
"13-23","7502275145897","0.2030","31.5350","1.9330",TOTAL AUTOS AREA 2
"13-23","4008455567013","0.7540","18.3890","4.5420",TOTAL AUTOS AREA 2
"13-23","3045206382007","0.0250","2.1850","1.7860",TOTAL AUTOS AREA 2
"13-23","3045206360609","0.0090","1.0130","1.5000",TOTAL AUTOS AREA 2
"13-23","3045200760009","0.0510","3.0050","1.8210",TOTAL AUTOS AREA 2
"13-23","8410907050053","0.0800","5.0100","4.7060",TOTAL AUTOS AREA 2
"13-23","8411660210036","0.0590","4.0920","1.7880",TOTAL AUTOS AREA 2
"13-23","8411660210029","0.0710","4.9550","2.1520",TOTAL AUTOS AREA 2
"13-23","7501025401993","2.1920","70.2860","115.3680",TOTAL AUTOS AREA 2
"13-23","7501025402051","11.0570","387.8320","20.3250",TOTAL AUTOS AREA 2
"13-23","7501025402235","0.7410","29.4220","3.8800",TOTAL AUTOS AREA 2
"13-23","7501025402242","0.9960","40.7920","3.7730",TOTAL AUTOS AREA 2
"13-23","7501025408404","0.6450","71.6530","6.4500",TOTAL AUTOS AREA 2
"13-23","7501205412122","4.5710","128.8320","12.0930",TOTAL AUTOS AREA 2
"13-23","7501025406561","2.8840","84.2370","11.3540",TOTAL AUTOS AREA 2
"13-23","7501025412135","0.9780","50.3880","4.4660",TOTAL AUTOS AREA 2
"13-23","7501025406578","1.3190","63.5680","8.6780",TOTAL AUTOS AREA 2
"13-23","7501025412104","4.8050","80.3570","13.3100",TOTAL AUTOS AREA 2
"13-23","7501025410834","0.3410","16.8650","2.2730",TOTAL AUTOS AREA 2
"13-23","7501025400958","0.0310","0.1890","7.7500",TOTAL AUTOS AREA 2
"13-23","7501025412784","3.8120","94.1590","8.5470",TOTAL AUTOS AREA 2
"13-23","7501025412357","0.5280","23.3990","8.3810",TOTAL AUTOS AREA 2
"13-23","7501025405816","0.0960","1.7920","13.7140",TOTAL AUTOS AREA 2
"13-23","7501025405311","8.7790","135.5970","115.5130",TOTAL AUTOS AREA 2
"13-23","7501025409104","13.4190","267.7360","64.8260",TOTAL AUTOS AREA 2
"13-23","7501025450212","22.6800","530.3410","147.2730",TOTAL AUTOS AREA 2
"13-23","0000075000622","81.1000","1911.4590","131.2300",TOTAL AUTOS AREA 2
"13-23","0000075000639","26.1870","1187.8210","37.7330",TOTAL AUTOS AREA 2
"13-23","0000075000608","3.1350","30.8450","59.1510",TOTAL AUTOS AREA 2
"13-23","7501025408947","5.0680","61.8790","41.2030",TOTAL AUTOS AREA 2
"13-23","0000075000615","82.4000","1216.1350","116.3840",TOTAL AUTOS AREA 2
"13-23","7501025411893","2.6690","104.8960","6.4780",TOTAL AUTOS AREA 2
"13-23","7501025412005","1.7710","156.9480","4.6480",TOTAL AUTOS AREA 2
"13-23","7501025409470","0.0010","0.0430","1.0000",TOTAL AUTOS AREA 2
"13-23","7501025412012","0.2230","23.0350","4.6460",TOTAL AUTOS AREA 2
"13-23","7501025411992","6.2130","172.7090","10.3900",TOTAL AUTOS AREA 2
"13-23","7501025401948","0.0300","0.7820","3.0000",TOTAL AUTOS AREA 2
"13-23","7501025405106","10.8480","366.0790","16.8970",TOTAL AUTOS AREA 2
"13-23","7501025401313","1.2300","65.7140","6.0890",TOTAL AUTOS AREA 2
"13-23","7501025401931","0.0230","0.2180","3.2860",TOTAL AUTOS AREA 2
"13-23","7501025405151","21.2120","394.5890","29.9600",TOTAL AUTOS AREA 2
"13-23","7501025401863","0.2940","20.3140","1.9340",TOTAL AUTOS AREA 2
"13-23","7501025401832","0.4190","8.6930","3.9900",TOTAL AUTOS AREA 2
"13-23","7501025401849","0.1390","5.2080","2.8960",TOTAL AUTOS AREA 2
"13-23","7501025401856","1.0380","42.7140","3.1080",TOTAL AUTOS AREA 2
"13-23","7501025401917","0.3240","22.5200","2.5310",TOTAL AUTOS AREA 2
"13-23","7501025401887","0.1390","3.0460","3.7570",TOTAL AUTOS AREA 2
"13-23","7501025401894","0.1150","4.3110","2.5000",TOTAL AUTOS AREA 2
"13-23","7501025401900","0.6300","27.5020","2.5510",TOTAL AUTOS AREA 2
"13-23","7501025412401","0.0240","0.8010","3.4290",TOTAL AUTOS AREA 2
"13-23","7501025405885","0.7230","17.8230","4.8520",TOTAL AUTOS AREA 2
"13-23","7501025401801","10.6630","206.0850","21.9400",TOTAL AUTOS AREA 2
"13-23","7501071904424","1.5880","47.1670","5.4570",TOTAL AUTOS AREA 2
"13-23","7501071903878","0.4610","17.5270","4.4760",TOTAL AUTOS AREA 2
"13-23","7501071902086","1.4930","53.6390","4.1360",TOTAL AUTOS AREA 2
"13-23","7501071906800","0.0030","0.1440","3.0000",TOTAL AUTOS AREA 2
"13-23","7702137007152","0.2430","18.8330","2.0590",TOTAL AUTOS AREA 2
"13-23","7702137007169","0.1110","8.6480","1.5630",TOTAL AUTOS AREA 2
"13-23","4008455425412","0.7520","54.5220","4.3220",TOTAL AUTOS AREA 2
"13-23","4008455460215","0.0130","1.3020","1.8570",TOTAL AUTOS AREA 2
"13-23","4008455457512","1.1910","28.4430","6.6910",TOTAL AUTOS AREA 2
"13-23","4008455458618","0.4380","35.7940","3.0000",TOTAL AUTOS AREA 2
"13-23","4008455458717","0.1950","15.7000","2.8260",TOTAL AUTOS AREA 2
"13-23","4008455423715","0.2060","14.3160","2.3410",TOTAL AUTOS AREA 2
"13-23","4008455394114","0.1690","8.3310","1.9650",TOTAL AUTOS AREA 2
"13-23","4008455394015","0.1300","6.6340","2.1670",TOTAL AUTOS AREA 2
"13-23","4008455423616","0.0850","4.3160","1.6350",TOTAL AUTOS AREA 2
"13-23","4008455394510","0.1240","6.3460","1.8510",TOTAL AUTOS AREA 2
"13-23","4008455423517","0.0950","4.4150","1.8270",TOTAL AUTOS AREA 2
"13-23","4008455394619","0.0690","3.5620","1.5000",TOTAL AUTOS AREA 2
"13-23","4008455394213","0.0770","3.8760","1.6740",TOTAL AUTOS AREA 2
"13-23","4008455394411","0.1540","7.9480","1.9010",TOTAL AUTOS AREA 2
"13-23","4008455524917","0.3170","37.6250","2.5980",TOTAL AUTOS AREA 2
"13-23","7501025405090","16.8080","305.4080","27.6450",TOTAL AUTOS AREA 2
"13-23","7501025401795","5.9190","164.9720","13.9270",TOTAL AUTOS AREA 2
"13-23","7501025405212","12.0570","320.9000","21.3400",TOTAL AUTOS AREA 2
"13-23","7501021160726","0.2340","10.4680","5.3180",TOTAL AUTOS AREA 2
"13-23","7501021160719","0.3810","21.1090","2.5400",TOTAL AUTOS AREA 2
"13-23","7501681100650BP1","0.2580","2.9510","7.1670",TOTAL AUTOS AREA 2
"13-23","7501681100421","1.3160","24.0340","9.6060",TOTAL AUTOS AREA 2
"13-23","7501681100674","0.0170","1.1360","2.8330",TOTAL AUTOS AREA 2
"13-23","7501681100254","1.1820","21.0550","8.3240",TOTAL AUTOS AREA 2
"13-23","7501681100469","1.5260","27.5530","6.6640",TOTAL AUTOS AREA 2
"13-23","7501681100513","0.0500","0.3860","8.3330",TOTAL AUTOS AREA 2
"13-23","7501681100643BP1","0.2650","2.6450","6.1630",TOTAL AUTOS AREA 2
"13-23","7501681100292","0.8460","24.1130","4.6230",TOTAL AUTOS AREA 2
"13-23","7501681100384","0.0060","0.0830","2.0000",TOTAL AUTOS AREA 2
"13-23","7501681100773","4.2230","83.6420","32.7360",TOTAL AUTOS AREA 2
"13-23","7501681100209","0.9570","33.3990","12.7600",TOTAL AUTOS AREA 2
"13-23","7501681100216","0.8580","29.9440","11.4400",TOTAL AUTOS AREA 2
"13-23","7501681100087","0.7760","27.0820","10.6300",TOTAL AUTOS AREA 2
"13-23","7501681100766","0.8010","27.8990","5.4490",TOTAL AUTOS AREA 2
"13-23","7501681100445","0.3270","3.4870","12.1110",TOTAL AUTOS AREA 2
"13-23","7501681100223","3.4440","114.6010","14.0000",TOTAL AUTOS AREA 2
